key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1115028034,Assessing E-Health adoption readiness using diffusion of innovation theory and the role mediated by each adopter's category in a Mauritian context.,2022,5,2,International health,1876-3405 (Electronic),14,3,236-249,Putteeraj M and Bhungee N and Somanah J and Moty N,https://pubmed.ncbi.nlm.nih.gov/34114007/,eng,,England,"BACKGROUND: The preparedness of healthcare institutes for the foreseen changes expected to arise through the implementation of E-Health is a significant turning point in determining its success. This should be evaluated through the awareness and readiness of healthcare workers to adopt E-Health technology to reduce health information technology failures. METHODS: This study investigated the relationship between the perceived attributes of innovation and E-Health adoption decisions of healthcare workers as part of a preimplementation process. Using a cross-sectional quantitative approach, the dimensions of the diffusion of innovation (DOI) theory were used to assess the E-Health readiness of 110 healthcare workers in a Mauritian specialized hospital. RESULTS: A strong inclination towards E-Health adoption was observed, where the prime stimulators were perceived as modernization of healthcare management (84.1%, ẋ=4.19), increased work efficiency through reduction of duplication (77.6%, ẋ=4.10) and faster generation of results (71.1%, ẋ=4.07). The findings of this study also validated the use of five DOI dimensions (i.e. relative advantage, compatibility, complexity, trialability and observability) in a predictability model (F(5, 101)=17.067, p<0.001) towards E-Health adoption. A significant association between 'adopter category' and 'willingness to recommend E-Health adoption' (χ2(8)=74.89, p<0.001) endorsed the fact that physicians and nursing managers have central roles within a social ecosystem to facilitate the diffusion of technology and influence the adoption of innovation. CONCLUSION: This is the first study of its kind in Mauritius to successfully characterize each adopter's profile and demonstrate the applicability of the DOI framework to predict the diffusion rate of E-Health platforms, while also highlighting the importance of identifying key opinion leaders who can be primed by innovators regarding the benefits of E-Health platforms, thus ensuring non-disruptive evolutionary innovation in the Mauritian healthcare sector.","",10.1093/inthealth/ihab035,Cross-Sectional Studies;Delivery of Health Care;Diffusion of Innovation;*Ecosystem;Humans;*Telemedicine,34114007,PMC9070468
rayyan-1115028035,REDCap on FHIR: Clinical Data Interoperability Services.,2021,9,,Journal of biomedical informatics,1532-0480 (Electronic),121,,103871,Cheng AC and Duda SN and Taylor R and Delacqua F and Lewis AA and Bosler T and Johnson KB and Harris PA,https://pubmed.ncbi.nlm.nih.gov/34298155/,eng,,United States,"BACKGROUND: Despite widespread use of electronic data capture (EDC) systems for research and electronic health records (EHR), most transfer of data between EHR and EDC systems is manual and error prone. Increased adoption of Health Level Seven Fast Healthcare Interoperability Resource (FHIR) application programming interfaces (APIs) in recent years by EHR systems has increased the availability of patient data for external applications such as REDCap. OBJECTIVE: Describe the development of the REDCap Clinical Data Interoperability Services (CDIS) module that provides seamless data exchange between the REDCap research EDC and any EHR system with a FHIR API. CDIS enables end users to independently set up their data collection projects, map EHR data to fields, and adjudicate data transfer without project-by-project involvement from Health Information Technology staff. METHODS: We identified two use cases for EHR data transfer into REDCap. Clinical Data Pull (CDP) automatically pulls EHR data into user-defined REDCap fields and replaces the workflow of having to transcribe or copy and paste data from the EHR. Clinical Data Mart (CDM) collects all specified data for a patient over a given time period and replaces the process of importing EHR data for registries from research databases. With an iterative process, we designed our access control, authentication, variable selection, and mapping interfaces in such a way that end users could easily set up and use CDIS. RESULTS: Since its release, the REDCap CDIS has been used to pull over 19.5 million data points for 82 projects at Vanderbilt University Medical Center. Software and documentation are available through the REDCap Consortium. CONCLUSIONS: The new REDCap Clinical Data and Interoperability Services (CDIS) module leverages the FHIR standard to enable real-time and direct data extraction from the EHR. Researchers can self-service the mapping and adjudication of EHR data into REDCap. The uptake of CDIS at VUMC and other REDCap consortium sites is improving the accuracy and efficiency of EHR data collection by reducing the need for manual transcription and flat file uploads.","",10.1016/j.jbi.2021.103871,Data Warehousing;Delivery of Health Care;*Electronic Health Records;*Health Level Seven;Humans;Workflow,34298155,PMC9217161
rayyan-1115028036,Immunization registries in the EMR Era.,2013,,,Online journal of public health informatics,1947-2579 (Print),5,2,211,Stevens LA and Palma JP and Pandher KK and Longhurst CA,https://pubmed.ncbi.nlm.nih.gov/23923096/,eng,,Canada,"BACKGROUND: The CDC established a national objective to create population-based tracking of immunizations through regional and statewide registries nearly 2 decades ago, and these registries have increased coverage rates and reduced duplicate immunizations. With increased adoption of commercial electronic medical records (EMR), some institutions have used unidirectional links to send immunization data to designated registries. However, access to these registries within a vendor EMR has not been previously reported. PURPOSE: To develop a visually integrated interface between an EMR and a statewide immunization registry at a previously non-reporting hospital, and to assess subsequent changes in provider use and satisfaction. METHODS: A group of healthcare providers were surveyed before and after implementation of the new interface. The surveys addressed access of the California Immunization Registry (CAIR), and satisfaction with the availability of immunization information. Information Technology (IT) teams developed a ""smart-link"" within the electronic patient chart that provides a single-click interface for visual integration of data within the CAIR database. RESULTS: Use of the tool has increased in the months since its initiation, and over 20,000 new immunizations have been exported successfully to CAIR since the hospital began sharing data with the registry. Survey data suggest that providers find this tool improves workflow and overall satisfaction with availability of immunization data. (p=0.009). CONCLUSIONS: Visual integration of external registries into a vendor EMR system is feasible and improves provider satisfaction and registry reporting.","",10.5210/ojphi.v5i2.4696,"",23923096,PMC3733755
rayyan-1115028037,Real-world implementation evaluation of an electronic health record-integrated consumer informatics tool that collects patient-generated contextual data.,2022,9,,International journal of medical informatics,1872-8243 (Electronic),165,,104810,Holt JM and Spanbauer C and Cusatis R and Winn AN and Talsma A and Asan O and Somai M and Hanson R and Moore J and Makoul G and Crotty BH,https://pubmed.ncbi.nlm.nih.gov/35714549/,eng,,Ireland,"OBJECTIVE: Use the RE-AIM framework to examine the implementation of a patient contextual data (PCD) Tool designed to share patients' needs, values, and preferences with care teams ahead of clinical encounters. MATERIALS & METHODS: Observational study that follows initial PCD Tool scaling across primary care at a Midwestern academic health network. Program invitations, enrollment, patient submissions, and clinician views were tracked over a 1-year study period. Logistic regression modeled the likelihood of using the PCD Tool, accounting for patient covariates. RESULTS: Of 58,874 patients who could be contacted by email, 9,183 (15.6%) became PCD Tool users. Overall, 76% of primary care providers had patients who used the PCD Tool. Older age, female gender, non-minority race, patient portal activation, and Medicare coverage were significantly associated with increased likelihood of use. Number of office visits, medical issues, and behavioral health conditions also associated with use. Primary care staff viewed 18.7% of available PCD Tool summaries, 1.1% to 57.6% per clinic. DISCUSSION: The intervention mainly reached non-minority patients and patients who used more health services. Given the requirement for an email address on file, some patients may have been underrepresented. Overall, patient reach and adoption and clinician adoption, implementation, and maintenance of this Tool were modest but stable, consistent with a non-directive approach to fostering adoption by introducing the Tool in the absence of clear expectations for use. CONCLUSION: Healthcare organizations must implement effective methods to increase the reach, adoption, implementation, and maintenance of PCD tools across all patient populations. Assisting people, particularly racial minorities, with PCD Tool registration and actively supporting clinician use are critical steps in implementing technology that facilitates care.","",10.1016/j.ijmedinf.2022.104810,Aged;*Electronic Health Records;Female;Humans;Informatics;*Medicare;Research Design;United States,35714549,
rayyan-1115028039,Adoption and utilization of electronic health record systems by long-term care facilities in Texas.,2012,,,Perspectives in health information management,1559-4122 (Electronic),9,,1g,Wang T and Biedermann S,https://pubmed.ncbi.nlm.nih.gov/22737099/,eng,,United States,"Long-term care (LTC) is an important sector in the healthcare industry; however, the adoption of electronic health record (EHR) systems in LTC facilities lags behind that in other sectors of healthcare. This study examines the adoption and utilization of EHRs in LTC facilities in Texas and identifies the barriers preventing implementation of EHRs. A survey instrument was mailed to all Texas LTC facilities between October 2010 and March 2011. The survey found that in Texas, 39.5 percent of LTC facilities have fully or partially implemented EHR systems and 15 percent of LTC facilities have no plans to adopt EHRs yet. There is significant variation in the use of EHR functionalities across the LTC facilities in Texas. In the LTC facilities, the administrative functions of EHRs have been more widely adopted and are more widely utilized than the clinical functions of EHRs. Among the clinical functions adopted, the resident assessment, physician orders, care management plan, and census management are the leading functions used by the LTC facilities in Texas. Lack of capital resources is still the greatest barrier to EHR adoption and implementation. Policy makers, vendors, LTC administrators, educators, and researchers should make more effort to improve EHR adoption in LTC facilities.","",,Cross-Sectional Studies;*Diffusion of Innovation;Electronic Health Records/*statistics & numerical data;Humans;*Residential Facilities;Texas,22737099,PMC3329211
rayyan-1115028040,Assessing the relationship between patient safety culture and EHR strategy.,2016,7,11,International journal of health care quality assurance,0952-6862 (Print),29,6,614-27,Ford EW and Silvera GA and Kazley AS and Diana ML and Huerta TR,https://pubmed.ncbi.nlm.nih.gov/27298060/,eng,,England,"Purpose - The purpose of this paper is to explore the relationship between hospitals' electronic health record (EHR) adoption characteristics and their patient safety cultures. The ""Meaningful Use"" (MU) program is designed to increase hospitals' adoption of EHR, which will lead to better care quality, reduce medical errors, avoid unnecessary cost, and promote a patient safety culture. To reduce medical errors, hospital leaders have been encouraged to promote safety cultures common to high-reliability organizations. Expecting a positive relationship between EHR adoption and improved patient safety cultures appears sound in theory, but it has yet to be empirically demonstrated. Design/methodology/approach - Providers' perceptions of patient safety culture and counts of patient safety incidents are explored in relationship to hospital EHR adoption patterns. Multi-level modeling is employed to data drawn from the Agency for Healthcare Research and Quality's surveys on patient safety culture (level 1) and the American Hospital Association's survey and healthcare information technology supplement (level 2). Findings - The findings suggest that the early adoption of EHR capabilities hold a negative association to the number of patient safety events reported. However, this relationship was not present in providers' perceptions of overall patient safety cultures. These mixed results suggest that the understanding of the EHR-patient safety culture relationship needs further research. Originality/value - Relating EHR MU and providers' care quality attitudes is an important leading indicator for improved patient safety cultures. For healthcare facility managers and providers, the ability to effectively quantify the impact of new technologies on efforts to change organizational cultures is important for pinpointing clinical areas for process improvements.","",10.1108/IJHCQA-10-2015-0125,"Electronic Health Records/*organization & administration;Health Information Management/organization & administration;Humans;Meaningful Use/*organization & administration;*Organizational Culture;*Patient Safety;Perception;Quality Indicators, Health Care;Reproducibility of Results;Safety Management/*organization & administration;United States",27298060,
rayyan-1115028041,Electronic health record adoption and use by Nebraska pharmacists.,2011,,,Perspectives in health information management,1559-4122 (Electronic),8,,1d,Fuji KT and Gait KA and Siracuse MV and Christoffersen JS,https://pubmed.ncbi.nlm.nih.gov/21796266/,eng,,United States,"There is a national focus on electronic health records (EHRs) and health information exchange to improve quality, efficiency, and safety across healthcare settings. The purpose of this study is to describe pharmacists' views and practices about the adoption and use of EHRs and the sharing of health information by pharmacists in the state of Nebraska. A U.S. mail survey of all pharmacists holding a Nebraska license (N = 1,953) was conducted in June-August 2008. Only 12 percent of pharmacists indicated using an EHR. Most pharmacists (63 percent) indicated that their pharmacy had no plans to adopt an EHR system, while 13 percent indicated their pharmacy planned to adopt an EHR system in the future. Only 8 percent of respondents currently had access to EHRs for their patients created by other providers. Despite a national focus on electronic health information exchange, there remains a low uptake of EHRs by pharmacists.","",,"*Attitude of Health Personnel;*Attitude to Computers;Health Care Surveys;Humans;Medical Informatics;Medical Records Systems, Computerized/*statistics & numerical data/trends;Nebraska;Pharmacists/*statistics & numerical data/trends;Practice Patterns, Physicians'/*statistics & numerical data/trends",21796266,PMC3142138
rayyan-1115028042,Building consensus toward a national nursing home information technology maturity model.,2019,6,1,Journal of the American Medical Informatics Association : JAMIA,1527-974X (Electronic),26,6,495-505,Alexander GL and Powell K and Deroche CB and Popejoy L and Mosa ASM and Koopman R and Pettit L and Dougherty M,https://pubmed.ncbi.nlm.nih.gov/30889245/,eng,,England,"OBJECTIVES: We describe the development of a nursing home information technology (IT) maturity model designed to capture stages of IT maturity. MATERIALS AND METHODS: This study had 2 phases. The purpose of phase I was to develop a preliminary nursing home IT maturity model. Phase II involved 3 rounds of questionnaires administered to a Delphi panel of expert nursing home administrators to evaluate the validity of the nursing home IT maturity model proposed in phase I. RESULTS: All participants (n = 31) completed Delphi rounds 1-3. Over the 3 Delphi rounds, the nursing home IT maturity staging model evolved from a preliminary, 5-stage model (stages 1-5) to a 7-stage model (stages 0-6). DISCUSSION: Using innovative IT to improve patient outcomes has become a broad goal across healthcare settings, including nursing homes. Understanding the relationship between IT sophistication and quality performance in nursing homes relies on recognizing the spectrum of nursing home IT maturity that exists and how IT matures over time. Currently, no universally accepted nursing home IT maturity model exists to trend IT adoption and determine the impact of increasing IT maturity on quality. CONCLUSIONS: A 7-stage nursing home IT maturity staging model was successfully developed with input from a nationally representative sample of U.S. based nursing home experts. The model incorporates 7-stages of IT maturity ranging from stage 0 (nonexistent IT solutions or electronic medical record) to stage 6 (use of data by resident or resident representative to generate clinical data and drive self-management).","",10.1093/jamia/ocz006,Consensus;Delphi Technique;*Information Technology;*Medical Informatics;*Nursing Homes/organization & administration;Surveys and Questionnaires;United States,30889245,PMC7647342
rayyan-1115028043,The value of health information technology: filling the knowledge gap.,2014,11,,The American journal of managed care,1936-2692 (Electronic),20,11,eSP1-8,Rudin RS and Jones SS and Shekelle P and Hillestad RJ and Keeler EB,https://pubmed.ncbi.nlm.nih.gov/25811814/,eng,,United States,"Despite rapid growth in the rate of adoption of health information technology (HIT), and in the volume of evaluation studies, the existing knowledge base for the value of HIT is not advancing at a similar rate. Most evaluation articles are limited in that they use incomplete measures of value and fail to report the important contextual and implementation characteristics that would allow for an adequate understanding of how the study results were achieved. To address these deficiencies, we present a conceptual framework for measuring HIT value and we propose a checklist of characteristics that should be considered in HIT evaluation studies. The framework consists of 3 key principles: 1) value includes both costs and benefits; 2) value accrues over time; and 3) value depends on which stakeholder's perspective is used. Through examples, we show how these principles can be used to guide and improve HIT evaluation studies. The checklist includes a list of contextual and implementation characteristics that are important for interpretation of results. These improvements will make future studies more useful for policy makers and more relevant to the current needs of the healthcare system.","",,Cost-Benefit Analysis;Humans;Medical Informatics/*economics/organization & administration;*Research Design;Time Factors,25811814,
rayyan-1115028044,Innovative health information technology training: exploring blended learning.,2012,2,,"Computers, informatics, nursing : CIN",1538-9774 (Electronic),30,2,104-9,Edwards G and Kitzmiller RR and Breckenridge-Sproat S,https://pubmed.ncbi.nlm.nih.gov/21915046/,eng,,United States,"Healthcare staff members are faced with an ever-increasing technology-enabled care environment as hospitals respond to financial and regulatory pressures to implement comprehensive electronic health record systems. Health information technology training may prove to facilitate user acceptance and overall adoption of advanced technologies. However, there is little evidence regarding best methods of providing health information technology training. This study retrospectively examined the difference in staff satisfaction between two training methods: traditional instructor-led and blended learning and found that participants were equally satisfied with either method. Furthermore, regardless of how much time was provided for practice, participants expressed a desire for more. These findings suggest that healthcare staff are open to new methods of training delivery and that, as adult learners, they desire increased opportunities to engage in hands-on activities.","",10.1097/NCN.0b013e31822f7f7a,"Adult;*Attitude of Health Personnel;Diffusion of Innovation;Emergency Service, Hospital;Hospital Information Systems;Humans;Inservice Training/*methods;Learning;Medical Informatics/*education;Nursing Education Research;Nursing Methodology Research;Nursing Staff, Hospital/*education/psychology;Personal Satisfaction;Retrospective Studies",21915046,
rayyan-1115028045,"Telemedicine in Middle Eastern countries: Progress, barriers, and policy recommendations.",2020,9,,International journal of medical informatics,1872-8243 (Electronic),141,,104232,Al-Samarraie H and Ghazal S and Alzahrani AI and Moody L,https://pubmed.ncbi.nlm.nih.gov/32707430/,eng,,Ireland,"BACKGROUND: Despite attempts to reform the healthcare delivery system in the Middle East, expectations for its progress have been-and for some still are-somewhat slow. OBJECTIVE: This study reviewed progress in the use and adoption of telemedicine in Middle Eastern countries. The key dimensions affecting the progress of telemedicine in these countries were identified. METHOD: A systematic review of the literature was conducted on 43 peer reviewed articles from 2010 to 2020. The review followed the scientific process of the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines of identification, selection, assessment, synthesis, and interpretation of findings. RESULTS: The results showed that progress made in the utilization of telemedicine was insufficient and varies across Middle Eastern countries. Certain cultural, financial, organizational, individual, technological, legal, and regulatory challenges were found to prevent telemedicine from being fully used to the point where the full range of medical services can be provided. For example, doctor and patient resistance, poor infrastructure, lack of funding, poor system quality, and lack of information technology training were associated with the low adoption of telemedicine in the region. CONCLUSION: This review provides a number of recommendations that will help policymakers to move toward the integration of innovative technologies in order to facilitate access to health information, health services, and training. It also recommends that health initiatives should focus on health education and health promotion in order to increase public awareness of the benefits of telemedicine services in the region.","",10.1016/j.ijmedinf.2020.104232,Health Promotion;Humans;Middle East;Policy;*Telemedicine,32707430,
rayyan-1115028046,"Investigating healthcare IT innovations: a ""conceptual blending"" approach.",2015,,,Journal of health organization and management,1758-7247 (Electronic),29,7,1131-48,Cranfield S and Hendy J and Reeves B and Hutchings A and Collin S and Fulop N,https://pubmed.ncbi.nlm.nih.gov/26556172/,eng,,England,"PURPOSE: The purpose of this paper is to better understand how and why adoption and implementation of healthcare IT innovations occur. The authors examine two IT applications, computerised physician order entry (CPOE) and picture archiving and communication systems (PACS) at the meso and micro levels, within the context of the National Programme for IT in the English National Health Service (NHS). DESIGN/METHODOLOGY/APPROACH: To analyse these multi-level dynamics, the authors blend Rogers' diffusion of innovations theory (DoIT) with Webster's sociological critique of technological innovation in medicine and healthcare systems to illuminate a wider range of interacting factors. Qualitative data collected between 2004 and 2006 uses semi-structured, in-depth interviews with 72 stakeholders across four English NHS hospital trusts. FINDINGS: Overall, PACS was more successfully implemented (fully or partially in three out of four trusts) than CPOE (implemented in one trust only). Factors such as perceived benefit to users and attributes of the application - in particular speed, ease of use, reliability and flexibility and levels of readiness - were highly relevant but their influence was modulated through interaction with complex structural and relational issues. PRACTICAL IMPLICATIONS: Results reveal that combining contextual system level theories with DoIT increases understanding of real-life processes underpinning implementation of IT innovations within healthcare. They also highlight important drivers affecting success of implementation, including socio-political factors, the social body of practice and degree of ""co-construction"" between designers and end-users. ORIGINALITY/VALUE: The originality of the study partly rests on its methodological innovativeness and its value on critical insights afforded into understanding complex IT implementation programmes.","",10.1108/JHOM-08-2015-0121,"*Diffusion of Innovation;Interviews as Topic;*Inventions;*Medical Informatics;Models, Theoretical;Qualitative Research;State Medicine;United Kingdom",26556172,
rayyan-1115028047,Healthcare Informatics Schemata: A Paradigm Shift over Time.,2016,,,Studies in health technology and informatics,1879-8365 (Electronic),225,,786-8,Erdley WS,https://pubmed.ncbi.nlm.nih.gov/27332341/,eng,,Netherlands,"The schemata ""A paradigm shift over time©"" (Sackett &amp; Erdley, 2006) a graphic model, visualizes development and progression of informatics in health over time. The model portrays information technology trends, from computers as resource through computational ubiquity, and the shift to social networking and e-Health. The discrepancy between ""real"" and ""proposed"" suggests gaps involving issues such as value, interoperability and ontology requiring attention, development and ultimately adoption, hinging on a universal standards framework. The workshop objective is to review previous and current models of healthcare informatics to springboard revisions of the schemata for current and future use.","",,Humans;Medical Informatics/*trends;Social Media/trends;Telemedicine/trends,27332341,
rayyan-1115028048,Determinants of clinical information system post-adoption success.,2010,,,Studies in health technology and informatics,0926-9630 (Print),160,,213-7,Palm JM and Grant A and Moutquin JM and Degoulet P,https://pubmed.ncbi.nlm.nih.gov/20841680/,eng,,Netherlands,"The diffusion of information technology (IT) in healthcare systems to support clinical processes makes the evaluation of physician and nurse post-adoption an important challenge for clinical information systems (CIS). This paper examines the relationships between the determinants of success of a CIS based on an expectation-confirmation paradigm in a cross-sectional survey performed at the Sherbrooke University Hospital (CHUS). 32.2% (161) of physicians and 27.1% (352) of nurses responded to the survey questionnaires. Results suggested that physician and nurse satisfaction is determined differently according to post-adoption expectations: compatibility, confirmation of expectations, usefulness, ease of use, and support. The best predictor of physician satisfaction was perceived usefulness (r=.25, p=.0003) whereas for nurses it was ease of use (r=.18, p=.0003). Confirmation of expectations was strongly associated with each post-adoption expectation and positions its importance in CIS design and redesign. This study draws attention to the differences between physician and nurse perceptions of information technology and emphasizes post-adoption evaluation to measure CIS success. Physicians and nurses post-adoption expectations were key factors to warn again potential discontinuance.","",,"*Attitude of Health Personnel;Decision Support Systems, Clinical/*statistics & numerical data;Electronic Health Records/*statistics & numerical data;Health Care Surveys/*methods;Nurses/*statistics & numerical data;Physicians/*statistics & numerical data;Quebec;Utilization Review/*methods",20841680,
rayyan-1115028049,"Teleradiology in India during the COVID-19 pandemic: merits, pitfalls and future perspectives.",2022,10,12,Health policy and planning,1460-2237 (Electronic),37,9,1203-1206,Rackimuthu S and Hasan MM and Ray I and Sahito AM and Chawla P and Ghosh D,https://pubmed.ncbi.nlm.nih.gov/35699565/,eng,,England,"The field of teleradiology has been of interest for almost 55 years and its potential prospects for healthcare have been constantly assessed and investigated. In view of the global preventive measures, such as social distancing and hand hygiene, the ongoing COVID-19 pandemic has further accentuated the necessity for telemedicine and teleradiology. In a country as densely populated as India wherein radiology services are often fragmented, teleradiology can prove to be a lifesaving technology and aid dampen the repercussions stemming from the highly skewed doctor to patient ratio. Although innovative, the effective adoption of teleradiology faces several obstacles in India, such as inadequate technological infrastructure, a lack of knowledge among most medical practitioners, urban-rural disparities and a lack of financing. Similar challenges continue to also be faced by several other developing countries across the globe. This article therefore aims to elaborate on the most important facets of implementation of teleradiology observed in the Indian context to help provide salient pointers for the readership of relevant jurisdictions who may be embracing comparable teleradiology challenges. Despite the hurdles, the future of teleradiology seems promising. The respective governments, policymakers and all relevant stakeholders must continue to take decisive action to ensure that this potential is fully exploited by allocation of necessary funds, strengthening of information technology and its related fields, involvement of human resources with adequate technical and administrative expertise as well as taking continued action to improve existing telemedicine and teleradiology services.","",10.1093/heapol/czac045,*COVID-19/epidemiology;Humans;Pandemics/prevention & control;Physical Distancing;*Telemedicine;*Teleradiology,35699565,PMC9214175
rayyan-1115028050,Facility and state-level factors associated with telemental health (TMH) adoption among mental health facilities in the United States.,2021,5,,Journal of telemedicine and telecare,1758-1109 (Electronic),27,4,244-257,Zhao X and Innes KE and Bhattacharjee S and Dwibedi N and LeMasters TM and Sambamoorthi U,https://pubmed.ncbi.nlm.nih.gov/31475879/,eng,,England,"INTRODUCTION: Telemental health (TMH) is a promising approach to increase access to mental healthcare. This study examined the TMH adoption rates and associations with facility- and state-level factors among US mental health (MH) facilities. METHODS: This retrospective, cross-sectional study used linked data for 2016 from the National Mental Health Services Survey (N = 11,833), Area Health Resources File, and national reports for broadband access and telehealth policies. The associations of facility and state-level characteristics with TMH adoption were examined with multi-level logistic regressions. RESULTS: Overall, 25.9% had used TMH. Having veteran affiliation [Adjusted Odds Ratio (AOR) = 18.53, 95% Confidence Interval (95%CI): 10.66-32.21] and greater Information Technology (IT) capacity [AOR(95%CI): 2.89(2.10-3.98)] were the strongest correlates of TMH adoption. Other facility characteristics associated with higher likelihood of TMH adoption were: public ownership, high patient volumes, having comprehensive MH treatments or Quality Improvement practices, having private or non-Medicaid public payers, and treating elderly patients (AORs: 1.16-2.41). TMH adoption was less likely among facilities treating more African Americans or patients with substance abuse disorders. TMH adoption varied substantially across states, with adoption more likely in states issuing special telehealth licences and those with more rural counties. DISCUSSION: One in four MH facilities adopted TMH in 2016. TMH adoption varied by multiple facility- and state-level factors. Our findings suggest that: legal/regulatory burden and lower facility IT capacity may discourage TMH adoption; significant racial disparities exist in TMH adoption; and there is a need to increase TMH use for substance abuse disorders.","",10.1177/1357633X19868902,Aged;Cross-Sectional Studies;Health Facilities;Humans;*Mental Health Services;Retrospective Studies;*Telemedicine;United States,31475879,PMC7203624
rayyan-1115028051,The Journey to Become a Health Literate Organization: A Snapshot of Health System Improvement.,2017,,,Studies in health technology and informatics,1879-8365 (Electronic),240,,203-237,Brach C,https://pubmed.ncbi.nlm.nih.gov/28972519/,eng,,Netherlands,"A health literate health care organization is one that makes it easy for people to navigate, understand, and use information and services to take care of their health. This chapter explores the journey that a growing number of organizations are taking to become health literate. Health literacy improvement has increasingly been viewed as a systems issue, one that moves beyond siloed efforts by recognizing that action is required on multiple levels. To help operationalize the shift to a systems perspective, members of the U.S. National Academies of Sciences, Engineering, Medicine Roundtable on Health Literacy defined ten attributes of health literate health care organizations. External factors, such as payment reform in the U.S., have buoyed health literacy as an organizational priority. Health care organizations often begin their journey to become health literate by conducting health literacy organizational assessments, focusing on written and spoken communication, and addressing difficulties in navigating facilities and complex systems. As organizations' efforts mature, health literacy quality improvement efforts give way to transformational activities. These include: the highest levels of the organization embracing health literacy, making strategic plans for initiating and spreading health literate practices, establishing a health literacy workforce and supporting structures, raising health literacy awareness and training staff system-wide, expanding patient and family input, establishing policies, leveraging information technology, monitoring policy compliance, addressing population health, and shifting the culture of the organization. The penultimate section of this chapter highlights the experiences of three organizations that have explicitly set a goal to become health literate: Carolinas Healthcare System (CHS), Intermountain Healthcare, and Northwell Health. These organizations are pioneers that approached health literacy in a systematic fashion, each exemplifying different routes an organization can take to become health literate. CHS provides an example of how, even when the most senior leadership drives the organization to become health literate, continued progress requires constant reinvigoration. At Intermountain Healthcare, the push to become a health literate organization was the natural consequence of organizational adoption of a model of shared accountability that necessitated patient engagement for its success. Northwell Health, on the other hand, provides a model of how a persistent champion can elevate health literacy to become a system priority and how system-wide policies and procedures can advance effective communication across language differences, health literacy, and cultures. The profiles of the three systems make clear that the opportunities for health literacy improvement are vast. Success depends on the presence of a perfect storm of conditions conducive to transformational change. This chapter ends with lessons learned from the experiences of health literacy pioneers that may be useful to organizations embarking on the journey. The journey is long, and there are bumps along the road. Nonetheless, discernable progress has been made. While committed to transformation, organizations seeking to be health literate recognize that it is not a destination you can ever reach. A health literate organization is constantly striving, always knowing that further improvement can be made.","",,"*Delivery of Health Care;*Health Literacy;Humans;*Leadership;Quality Assurance, Health Care",28972519,PMC5666686
rayyan-1115028052,How patients want to engage with their personal health record: a qualitative study.,2013,7,30,BMJ open,2044-6055 (Electronic),3,7,,Kerns JW and Krist AH and Longo DR and Kuzel AJ and Woolf SH,https://pubmed.ncbi.nlm.nih.gov/23901027/,eng,,England,"OBJECTIVE: To assess factors related to use and non-use of a sophisticated interactive preventive health record (IPHR) designed to promote uptake of 18 recommended clinical preventive services; little is known about how patients want to use or be engaged by such advanced information tools. DESIGN: Descriptive and interpretive qualitative analysis of transcripts and field notes from focus groups of the IPHR users and of patients who were invited but did not use the IPHR (non-users). Grounded theory techniques were then applied via an editing approach for key emergent themes. SETTING: Primary care patients in eight practices of the Virginia Ambulatory Care Outcomes Research Network (ACORN). PARTICIPANTS: Three focus groups involved a total of 14 IPHR users and two groups of non-users totalled 14 participants. OUTCOMES/RESULTS: For themes identified (relevance, trust and functionality) participants indicated that endorsement and use of the IPHR by their personal clinician was vital. In particular, participants' comments linked the IPHR use to: (1) integrating the IPHR into current care, (2) promoting effective patient-clinician encounters and communication and (3) their confidence in the accuracy, security and privacy of the information. CONCLUSIONS: In addition to patients' stated desires for advanced functionality and information accuracy and privacy, successful adoption of the IPHRs by primary care patients depends on such technology's relevance, and on its promotion via integration with primary care practices' processes and the patient-clinician relationship. Accordingly, models of technological success and adoption, when applied to primary care, may need to include the patient-clinician relationship and practice workflow. These findings are important for healthcare providers, the information technology industry and policymakers who share an interest in encouraging patients to use personal health records. TRIAL REGISTRATION: Clinicaltrials.gov identifier: NCT00589173.","",10.1136/bmjopen-2013-002931,"",23901027,PMC3731712
